Name of Student,GENERAL_APPEARANCE,MANNER_OF_SPEAKING,PHYSICAL_CONDITION,MENTAL_ALERTNESS,SELF_CONFIDENCE,ABILITY_TO_PRESENT IDEAS,COMMUNICATION_SKILLS,Student_Performance_Rating,CLASS
Student 2592,4,3,4,3,5,3,3,5,LessEmployable
Student 2593,5,4,5,5,1,4,4,5,LessEmployable
Student 2594,3,3,4,4,4,4,3,5,LessEmployable
Student 2595,5,3,3,3,4,3,3,3,LessEmployable
Student 2596,3,4,5,5,1,4,4,5,Employable
Student 2597,1,5,5,5,5,4,4,3,Employable
Student 2598,4,4,5,5,2,4,4,5,Employable
Student 2599,3,5,5,5,2,5,4,5,Employable
Student 2600,3,4,5,5,2,4,4,5,Employable
Student 2601,1,5,5,5,4,5,4,5,Employable
Student 2602,2,4,5,5,1,4,4,3,Employable
Student 2603,4,3,4,4,2,4,3,5,LessEmployable
Student 2604,1,4,4,4,2,4,4,5,LessEmployable
Student 2605,3,4,5,5,4,4,4,4,Employable
Student 2606,4,5,4,4,5,5,4,5,Employable
Student 2607,5,3,3,3,4,3,3,5,Employable
Student 2608,4,4,4,4,3,4,4,5,LessEmployable
Student 2609,3,3,3,4,1,3,3,5,Employable
Student 2610,5,4,4,3,2,3,3,5,Employable
Student 2611,4,4,4,3,2,3,3,4,LessEmployable
Student 2612,5,4,4,4,4,4,4,4,Employable
Student 2613,4,3,3,4,4,3,3,5,Employable
Student 2614,2,5,3,5,4,5,5,5,Employable
Student 2615,3,4,4,4,3,4,4,5,Employable
Student 2616,1,5,5,5,1,5,5,5,Employable
Student 2617,1,4,4,4,4,4,4,4,Employable
Student 2618,4,3,3,3,4,3,3,5,Employable
Student 2619,5,4,3,4,4,4,3,5,Employable
Student 2620,2,4,4,4,3,4,4,5,LessEmployable
Student 2621,4,3,3,3,4,3,4,5,LessEmployable
Student 2622,5,4,4,4,2,4,3,4,Employable
Student 2623,4,4,4,4,2,4,3,5,Employable
Student 2624,2,4,4,4,2,4,4,5,Employable
Student 2625,4,4,4,3,3,4,4,5,Employable
Student 2626,1,4,4,3,5,4,3,5,LessEmployable
Student 2627,5,3,2,3,3,2,3,5,Employable
Student 2628,5,3,4,3,5,3,3,4,Employable
Student 2629,2,4,3,4,5,4,3,5,LessEmployable
Student 2630,4,4,4,4,3,3,3,5,Employable
Student 2631,3,3,3,4,2,3,3,4,LessEmployable
Student 2632,3,3,3,3,3,3,2,5,Employable
Student 2633,4,4,4,4,3,4,4,5,Employable
Student 2634,2,5,4,5,3,4,4,5,Employable
Student 2635,4,4,4,3,3,4,3,5,LessEmployable
Student 2636,3,4,4,4,4,4,4,5,Employable
Student 2637,2,5,5,5,2,5,4,5,Employable
Student 2638,4,3,3,3,1,2,2,4,Employable
Student 2639,4,4,4,4,1,4,3,5,LessEmployable
Student 2640,3,4,4,4,4,4,4,5,LessEmployable
Student 2641,2,3,3,3,3,3,2,5,Employable
Student 2642,3,4,4,4,5,4,4,4,Employable
Student 2643,1,3,3,3,4,3,3,5,LessEmployable
Student 2644,4,3,4,3,1,3,3,5,Employable
Student 2645,4,3,4,3,4,3,2,5,Employable
Student 2646,4,2,3,3,1,3,3,5,LessEmployable
Student 2647,2,4,3,4,4,4,3,4,LessEmployable
Student 2648,4,4,4,3,3,4,3,5,Employable
Student 2649,3,4,5,4,3,4,4,5,LessEmployable
Student 2650,5,4,4,4,5,3,3,5,LessEmployable
Student 2651,3,4,4,4,3,4,3,5,LessEmployable
Student 2652,4,4,4,4,4,4,4,5,LessEmployable
Student 2653,1,5,4,4,3,4,4,5,LessEmployable
Student 2654,2,5,4,5,3,5,5,5,Employable
Student 2655,4,4,4,4,2,4,4,5,Employable
Student 2656,2,4,4,4,1,4,3,4,LessEmployable
Student 2657,2,4,4,4,4,4,3,3,LessEmployable
Student 2658,2,5,4,4,3,4,5,3,LessEmployable
Student 2659,5,4,4,4,4,4,3,5,Employable
Student 2660,4,4,4,4,3,4,3,5,Employable
Student 2661,2,5,4,4,4,4,4,5,Employable
Student 2662,4,3,4,4,2,3,3,4,Employable
Student 2663,3,4,3,3,3,4,4,5,LessEmployable
Student 2664,4,5,5,5,1,5,5,5,Employable
Student 2665,4,4,5,5,2,5,4,5,Employable
Student 2666,5,4,5,5,4,5,4,5,Employable
Student 2667,2,3,5,4,3,3,3,5,Employable
Student 2668,5,4,5,5,3,4,4,4,Employable
Student 2669,2,3,5,4,3,4,3,4,LessEmployable
Student 2670,4,5,5,5,4,4,3,4,Employable
Student 2671,4,5,5,5,1,5,3,5,Employable
Student 2672,4,4,4,4,4,4,4,5,LessEmployable
Student 2673,3,3,4,4,4,3,3,5,LessEmployable
Student 2674,4,4,4,4,4,4,3,5,LessEmployable
Student 2675,3,4,5,4,2,4,3,5,LessEmployable
Student 2676,5,3,5,4,4,5,3,5,Employable
Student 2677,3,3,3,3,4,3,2,5,Employable
Student 2678,3,3,4,3,4,3,4,4,Employable
Student 2679,2,3,4,4,3,3,3,3,Employable
Student 2680,2,3,3,2,2,2,3,4,Employable
Student 2681,2,5,5,5,4,5,4,5,LessEmployable
Student 2682,3,3,4,3,3,3,4,5,LessEmployable
Student 2683,2,3,4,4,3,3,3,4,LessEmployable
Student 2684,1,3,4,4,5,3,3,5,Employable
Student 2685,1,4,4,4,4,3,3,5,Employable
Student 2686,4,4,5,5,5,5,5,5,LessEmployable
Student 2687,2,5,5,5,4,4,5,5,Employable
Student 2688,1,5,5,5,4,4,5,5,Employable
Student 2689,2,4,3,4,4,4,4,5,LessEmployable
Student 2690,2,3,4,4,2,3,3,4,LessEmployable
Student 2691,5,3,4,4,4,4,4,5,LessEmployable
Student 2692,4,3,4,4,2,4,4,5,LessEmployable
Student 2693,2,4,4,4,2,4,5,5,LessEmployable
Student 2694,4,3,3,3,1,3,3,3,Employable
Student 2695,3,3,4,3,4,3,3,3,Employable
Student 2696,4,4,3,4,3,4,3,5,Employable
Student 2697,5,4,4,3,1,4,3,4,LessEmployable
Student 2698,2,4,4,3,3,4,4,4,LessEmployable
Student 2699,4,3,2,4,1,4,3,5,LessEmployable
Student 2700,4,5,5,4,4,4,5,5,LessEmployable
Student 2701,5,2,4,4,2,3,3,5,LessEmployable
Student 2702,2,5,5,5,3,5,5,5,LessEmployable
Student 2703,2,3,3,4,4,3,3,3,Employable
Student 2704,3,4,3,3,3,3,2,3,LessEmployable
Student 2705,3,5,5,5,4,4,5,5,Employable
Student 2706,3,5,5,5,2,5,5,3,LessEmployable
Student 2707,2,5,5,3,2,5,3,5,LessEmployable
Student 2708,2,5,3,5,1,5,3,5,Employable
Student 2709,3,5,5,3,4,5,3,5,Employable
Student 2710,3,3,3,3,1,3,3,5,Employable
Student 2711,3,3,4,4,3,3,3,5,Employable
Student 2712,1,3,4,2,1,2,2,5,LessEmployable
Student 2713,3,2,3,3,4,3,3,5,LessEmployable
Student 2714,3,5,4,5,3,5,4,5,LessEmployable
Student 2715,2,4,3,4,5,4,3,5,Employable
Student 2716,1,3,3,3,1,3,3,5,Employable
Student 2717,1,4,4,4,4,4,4,5,Employable
Student 2718,1,4,4,4,2,4,4,4,Employable
Student 2719,5,4,4,4,2,3,3,5,LessEmployable
Student 2720,3,4,5,5,3,5,4,5,LessEmployable
Student 2721,2,4,3,3,5,3,3,5,LessEmployable
Student 2722,4,3,3,3,3,3,3,5,Employable
Student 2723,2,5,4,4,2,4,4,5,LessEmployable
Student 2724,2,4,4,4,4,4,4,5,Employable
Student 2725,3,5,4,5,4,4,5,4,Employable
Student 2726,3,4,4,4,3,5,5,3,Employable
Student 2727,2,3,3,4,3,3,3,5,LessEmployable
Student 2728,5,5,5,5,4,4,4,5,Employable
Student 2729,4,4,4,3,2,4,3,5,Employable
Student 2730,4,4,4,3,5,4,3,5,Employable
Student 2731,4,5,4,5,5,5,5,5,Employable
Student 2732,2,4,4,4,4,4,3,5,Employable
Student 2733,4,3,3,3,4,3,2,5,LessEmployable
Student 2734,3,3,3,2,4,3,3,5,LessEmployable
Student 2735,3,4,3,3,5,4,3,5,Employable
Student 2736,1,4,3,3,5,3,3,5,Employable
Student 2737,1,4,4,3,3,3,3,3,Employable
Student 2738,1,3,3,4,1,3,3,5,Employable
Student 2739,4,4,4,4,5,4,4,5,Employable
Student 2740,4,4,3,4,4,4,4,5,Employable
Student 2741,3,5,5,5,2,5,4,5,LessEmployable
Student 2742,4,4,4,4,4,4,4,5,Employable
Student 2743,2,3,3,2,3,3,2,5,LessEmployable
Student 2744,5,3,3,3,3,2,2,4,LessEmployable
Student 2745,3,4,3,4,2,4,3,5,LessEmployable
Student 2746,4,3,3,3,1,3,3,4,LessEmployable
Student 2747,1,3,3,3,2,3,3,4,LessEmployable
Student 2748,5,4,4,4,5,4,4,5,LessEmployable
Student 2749,3,4,4,5,2,4,4,5,LessEmployable
Student 2750,2,3,3,4,1,4,3,5,LessEmployable
Student 2751,4,4,5,4,5,4,4,5,Employable
Student 2752,4,4,4,4,3,4,4,3,Employable
Student 2753,3,4,5,5,2,5,4,5,Employable
Student 2754,2,3,3,3,3,3,3,3,LessEmployable
Student 2755,1,5,5,5,1,4,4,4,Employable
Student 2756,3,5,4,4,2,5,4,3,Employable
Student 2757,3,4,4,4,4,3,3,3,LessEmployable
Student 2758,1,5,5,5,1,4,4,3,Employable
Student 2759,4,4,4,4,2,5,4,5,Employable
Student 2760,5,5,5,5,2,5,4,5,Employable
Student 2761,1,3,4,4,2,4,3,5,LessEmployable
Student 2762,5,3,4,4,3,3,3,3,LessEmployable
Student 2763,1,5,4,5,3,4,4,5,LessEmployable
Student 2764,3,4,4,5,1,4,3,5,LessEmployable
Student 2765,3,4,5,5,3,5,5,5,Employable
Student 2766,5,3,3,4,2,3,3,3,Employable
Student 2767,1,5,5,5,3,5,4,5,Employable
Student 2768,1,5,4,5,2,5,5,5,Employable
Student 2769,2,4,3,3,3,4,4,3,LessEmployable
Student 2770,4,5,5,5,3,4,4,5,Employable
Student 2771,2,5,5,5,4,4,4,5,Employable
Student 2772,5,4,5,5,4,4,4,3,Employable
Student 2773,3,4,5,5,5,4,4,5,Employable
Student 2774,3,3,4,3,5,3,3,5,LessEmployable
Student 2775,3,4,5,5,4,4,4,5,LessEmployable
Student 2776,2,3,4,4,3,4,3,5,LessEmployable
Student 2777,1,3,3,3,2,3,3,3,LessEmployable
Student 2778,4,4,5,5,1,4,4,5,Employable
Student 2779,2,5,5,5,5,4,4,3,Employable
Student 2780,1,4,5,5,2,4,4,5,Employable
Student 2781,1,5,5,5,4,5,4,5,Employable
Student 2782,5,4,5,5,4,4,4,5,Employable
Student 2783,4,5,5,5,2,5,4,5,Employable
Student 2784,2,4,5,5,1,4,4,3,Employable
Student 2785,3,3,4,4,4,4,3,5,LessEmployable
Student 2786,5,4,4,4,4,4,4,5,LessEmployable
Student 2787,4,4,5,5,2,4,4,4,Employable
Student 2788,4,5,4,4,1,5,4,5,Employable
Student 2789,2,3,3,3,4,3,3,5,Employable
Student 2790,4,4,4,4,1,4,4,5,LessEmployable
Student 2791,4,3,3,4,2,3,3,5,Employable
Student 2792,2,4,4,3,3,3,3,5,Employable
Student 2793,4,4,4,3,4,3,3,4,LessEmployable
Student 2794,4,4,4,4,3,4,4,4,Employable
Student 2795,1,3,3,4,3,3,3,5,Employable
Student 2796,2,5,3,5,4,5,5,5,Employable
Student 2797,2,4,4,4,5,4,4,5,Employable
Student 2798,4,5,5,5,4,5,5,5,Employable
Student 2799,4,4,4,4,3,4,4,4,Employable
Student 2800,4,3,3,3,4,3,3,5,Employable
Student 2801,2,4,3,4,1,4,3,5,Employable
Student 2802,1,4,4,4,3,4,4,5,LessEmployable
Student 2803,4,3,3,3,5,3,4,5,LessEmployable
Student 2804,3,4,4,4,3,4,3,4,Employable
Student 2805,4,4,4,4,4,4,3,5,Employable
Student 2806,3,4,4,4,4,4,4,5,Employable
Student 2807,1,4,4,3,2,4,4,5,Employable
Student 2808,2,4,4,3,2,4,3,5,LessEmployable
Student 2809,2,3,2,3,4,2,3,5,Employable
Student 2810,3,3,4,3,4,3,3,4,Employable
Student 2811,3,4,3,4,3,4,3,5,LessEmployable
Student 2812,3,4,4,4,4,3,3,5,Employable
Student 2813,5,3,3,4,4,3,3,4,LessEmployable
Student 2814,4,3,3,3,3,3,2,5,Employable
Student 2815,5,4,4,4,4,4,4,5,Employable
Student 2816,3,5,4,5,1,4,4,5,Employable
Student 2817,3,4,4,3,4,4,3,5,LessEmployable
Student 2818,3,4,4,4,2,4,4,5,Employable
Student 2819,5,5,5,5,2,5,4,5,Employable
Student 2820,5,3,3,3,3,2,2,4,Employable
Student 2821,2,4,4,4,5,4,3,5,LessEmployable
Student 2822,1,4,4,4,4,4,4,5,LessEmployable
Student 2823,3,3,3,3,4,3,2,5,Employable
Student 2824,3,4,4,4,1,4,4,4,Employable
Student 2825,2,3,3,3,4,3,3,5,LessEmployable
Student 2826,4,3,4,3,3,3,3,5,Employable
Student 2827,3,3,4,3,2,3,2,5,Employable
Student 2828,3,2,3,3,4,3,3,5,LessEmployable
Student 2829,4,4,3,4,5,4,3,4,LessEmployable
Student 2830,2,4,4,3,4,4,3,5,Employable
Student 2831,2,4,5,4,5,4,4,5,LessEmployable
Student 2832,2,4,4,4,1,3,3,5,LessEmployable
Student 2833,1,4,4,4,2,4,3,5,LessEmployable
Student 2834,2,4,4,4,3,4,4,5,LessEmployable
Student 2835,2,5,4,4,2,4,4,5,LessEmployable
Student 2836,1,5,4,5,4,5,5,5,Employable
Student 2837,3,4,4,4,2,4,4,5,Employable
Student 2838,3,4,4,4,2,4,3,4,LessEmployable
Student 2839,1,4,4,4,4,4,3,3,LessEmployable
Student 2840,3,5,4,4,3,4,5,3,LessEmployable
Student 2841,2,4,4,4,4,4,3,5,Employable
Student 2842,2,4,4,4,3,4,3,5,Employable
Student 2843,1,5,4,4,2,4,4,5,Employable
Student 2844,2,3,4,4,1,3,3,4,Employable
Student 2845,5,4,3,3,4,4,4,5,LessEmployable
Student 2846,3,5,5,5,4,5,5,5,Employable
Student 2847,2,4,5,5,4,5,4,5,Employable
Student 2848,3,4,5,5,3,5,4,5,Employable
Student 2849,1,3,5,4,3,3,3,5,Employable
Student 2850,3,4,5,5,2,4,4,4,Employable
Student 2851,3,3,5,4,1,4,3,4,LessEmployable
Student 2852,3,5,5,5,4,4,3,4,Employable
Student 2853,2,5,5,5,1,5,3,5,Employable
Student 2854,2,4,4,4,5,4,4,5,LessEmployable
Student 2855,5,3,4,4,4,3,3,5,LessEmployable
Student 2856,2,4,4,4,4,4,3,5,LessEmployable
Student 2857,1,4,5,4,1,4,3,5,LessEmployable
Student 2858,4,3,5,4,4,5,3,5,Employable
Student 2859,1,3,3,3,1,3,2,5,Employable
Student 2860,3,3,4,3,2,3,4,4,Employable
Student 2861,4,3,4,4,1,3,3,3,Employable
Student 2862,2,3,3,2,3,2,3,4,Employable
Student 2863,5,5,5,5,5,5,4,5,LessEmployable
Student 2864,2,3,4,3,3,3,4,5,LessEmployable
Student 2865,1,3,4,4,3,3,3,4,LessEmployable
Student 2866,2,3,4,4,2,3,3,5,Employable
Student 2867,2,4,4,4,4,3,3,5,Employable
Student 2868,2,4,5,5,2,5,5,5,LessEmployable
Student 2869,2,5,5,5,1,4,5,5,Employable
Student 2870,2,5,5,5,4,4,5,5,Employable
Student 2871,3,4,3,4,1,4,4,5,LessEmployable
Student 2872,4,3,4,4,3,3,3,4,LessEmployable
Student 2873,3,3,4,4,4,4,4,5,LessEmployable
Student 2874,3,3,4,4,4,4,4,5,LessEmployable
Student 2875,4,4,4,4,5,4,5,5,LessEmployable
Student 2876,5,3,3,3,1,3,3,3,Employable
Student 2877,2,3,4,3,3,3,3,3,Employable
Student 2878,1,4,3,4,2,4,3,5,Employable
Student 2879,3,4,4,3,2,4,3,4,LessEmployable
Student 2880,3,4,4,3,4,4,4,4,LessEmployable
Student 2881,2,3,2,4,3,4,3,5,LessEmployable
Student 2882,4,5,5,4,3,4,5,5,LessEmployable
Student 2883,4,2,4,4,3,3,3,5,LessEmployable
Student 2884,4,5,5,5,4,5,5,5,LessEmployable
Student 2885,5,3,3,4,3,3,3,3,Employable
Student 2886,3,4,3,3,3,3,2,3,LessEmployable
Student 2887,2,5,5,5,3,4,5,5,Employable
Student 2888,4,5,5,5,2,5,5,3,LessEmployable
Student 2889,5,5,5,3,3,5,3,5,LessEmployable
Student 2890,5,5,3,5,2,5,3,5,Employable
Student 2891,4,5,5,3,3,5,3,5,Employable
Student 2892,4,3,3,3,2,3,3,5,Employable
Student 2893,4,3,4,4,4,3,3,5,Employable
Student 2894,5,3,4,2,2,2,2,5,LessEmployable
Student 2895,2,2,3,3,1,3,3,5,LessEmployable
Student 2896,3,5,4,5,5,5,4,5,LessEmployable
Student 2897,2,4,3,4,3,4,3,5,Employable
Student 2898,2,3,3,3,4,3,3,5,Employable
Student 2899,3,4,4,4,2,4,4,5,Employable
Student 2900,4,4,4,4,2,4,4,4,Employable
Student 2901,4,4,4,4,1,3,3,5,LessEmployable
Student 2902,2,4,4,5,2,5,4,5,LessEmployable
Student 2903,3,4,3,3,2,3,3,5,LessEmployable
Student 2904,2,3,3,3,2,3,3,5,Employable
Student 2905,5,5,4,4,1,4,4,5,LessEmployable
Student 2906,3,4,4,4,5,4,4,5,Employable
Student 2907,3,5,4,5,2,4,5,4,Employable
Student 2908,4,4,4,4,5,5,5,3,Employable
Student 2909,5,3,3,4,4,4,3,5,LessEmployable
Student 2910,2,5,5,5,3,4,4,5,Employable
Student 2911,2,4,4,3,3,4,3,5,Employable
Student 2912,5,4,4,3,3,4,3,5,Employable
Student 2913,4,5,4,5,4,5,5,5,Employable
Student 2914,2,4,4,4,3,4,3,5,Employable
Student 2915,5,3,3,3,3,3,2,5,LessEmployable
Student 2916,5,3,3,2,2,3,3,5,LessEmployable
Student 2917,3,4,3,3,2,4,3,5,Employable
Student 2918,1,4,3,3,2,3,3,5,Employable
Student 2919,4,4,4,3,2,3,3,3,Employable
Student 2920,5,3,3,4,3,3,3,5,Employable
Student 2921,1,4,4,4,2,4,4,5,Employable
Student 2922,2,4,3,4,2,4,4,5,Employable
Student 2923,1,5,5,5,2,5,4,5,LessEmployable
Student 2924,2,4,4,4,2,4,4,5,Employable
Student 2925,3,3,3,2,3,3,2,5,LessEmployable
Student 2926,2,3,3,3,1,2,2,4,LessEmployable
Student 2927,4,4,3,4,3,4,3,5,LessEmployable
Student 2928,2,3,3,3,1,3,3,4,LessEmployable
Student 2929,2,3,3,3,3,3,3,4,LessEmployable
Student 2930,5,4,4,4,4,4,4,5,LessEmployable
Student 2931,2,4,4,5,4,4,4,5,LessEmployable
Student 2932,5,3,3,4,2,4,3,5,LessEmployable
Student 2933,1,4,5,4,2,4,4,5,Employable
Student 2934,3,4,4,4,5,4,4,3,Employable
Student 2935,3,4,5,5,4,5,4,5,Employable
Student 2936,3,3,3,3,2,3,3,3,LessEmployable
Student 2937,4,5,5,5,2,4,4,4,Employable
Student 2938,1,5,4,4,2,5,4,3,Employable
Student 2939,1,4,4,4,1,3,3,3,LessEmployable
Student 2940,5,5,5,5,3,4,4,3,Employable
Student 2941,4,4,4,4,2,5,4,5,Employable
Student 2942,2,5,5,5,2,5,4,5,Employable
Student 2943,4,3,4,4,4,4,3,5,LessEmployable
Student 2944,5,3,4,4,2,3,3,3,LessEmployable
Student 2945,3,5,4,5,5,4,4,5,LessEmployable
Student 2946,3,4,4,5,4,4,3,5,LessEmployable
Student 2947,3,4,5,5,3,5,5,5,Employable
Student 2948,2,3,3,4,1,3,3,3,Employable
Student 2949,2,5,5,5,3,5,4,5,Employable
Student 2950,4,5,4,5,4,5,5,5,Employable
Student 2951,2,4,3,3,5,4,4,3,LessEmployable
Student 2952,5,5,5,5,4,4,4,5,Employable
Student 2953,1,5,5,5,1,4,4,5,Employable
Student 2954,3,4,5,5,5,4,4,3,Employable
Student 2955,1,4,5,5,5,4,4,5,Employable
Student 2956,3,3,4,3,4,4,3,5,LessEmployable
Student 2957,4,4,5,5,2,4,4,5,LessEmployable
Student 2958,3,3,4,4,4,4,3,5,LessEmployable
Student 2959,4,3,3,3,5,3,3,3,LessEmployable
Student 2960,3,4,5,5,2,4,4,5,Employable
Student 2961,3,5,5,5,2,4,4,3,Employable
Student 2962,1,4,5,5,4,4,4,5,Employable
Student 2963,4,5,5,5,2,5,4,5,Employable
Student 2964,1,4,5,5,4,4,4,5,Employable
Student 2965,5,5,5,5,4,5,4,5,Employable
Student 2966,4,4,5,5,1,4,4,3,Employable
Student 2967,5,4,4,4,2,4,3,5,LessEmployable
Student 2968,2,4,4,4,3,4,4,5,LessEmployable
Student 2969,3,4,5,5,2,4,4,4,Employable
Student 2970,3,5,4,4,3,5,4,5,Employable
Student 2971,1,3,3,3,2,3,3,5,Employable
Student 2972,4,4,4,4,2,4,4,5,LessEmployable
Student 2973,2,3,3,4,2,3,3,5,Employable
Student 2974,2,4,4,3,4,3,3,5,Employable
Student 2975,1,4,4,3,3,3,3,4,LessEmployable
Student 2976,2,4,4,4,2,4,4,4,Employable
Student 2977,1,3,3,4,4,3,3,5,Employable
Student 2978,3,5,3,5,3,5,5,5,Employable
Student 2979,4,4,4,4,1,4,4,5,Employable
Student 2980,5,5,5,5,2,5,5,5,Employable
Student 2981,4,4,4,4,3,4,4,4,Employable
Student 2982,3,3,3,3,2,3,3,5,Employable
Student 2983,2,4,3,4,4,4,3,5,Employable
Student 2984,2,4,4,4,2,4,4,5,LessEmployable
Student 2985,2,3,3,3,3,3,4,5,LessEmployable
Student 2986,2,4,4,4,3,4,3,4,Employable
Student 2987,2,4,4,4,4,4,3,5,Employable
Student 2988,1,4,4,4,2,4,4,5,Employable
Student 2989,5,4,4,3,4,4,4,5,Employable
Student 2990,3,4,4,3,3,4,3,5,LessEmployable
Student 2991,3,3,2,3,5,2,3,5,Employable
Student 2992,2,3,4,3,5,3,3,4,Employable
Student 2993,4,4,3,4,3,4,3,5,LessEmployable
Student 2994,3,4,4,4,2,3,3,5,Employable
Student 2995,4,3,3,4,2,3,3,4,LessEmployable
Student 2996,4,3,3,3,5,3,2,5,Employable
Student 2997,3,4,4,4,4,4,4,5,Employable
Student 2998,3,5,4,5,2,4,4,5,Employable
Student 2999,1,4,4,3,4,4,3,5,LessEmployable
Student 3000,3,4,4,4,2,4,4,5,Employable
